"comment_code","name","category","kana","valid_from","valid_to","change_type","raw_record"
"100534","対象手術（短手１）：乳腺腫瘍摘出術　１　長径五センチメートル未満","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTM0IiwiMzIiLCLlr77osaHmiYvooZPvvIjnn63miYvvvJHvvInvvJrkubPohbrohavnmI3mkZjlh7rooZPjgIDvvJHjgIDplbflvoTkupTjgrvjg7Pjg4Hjg6Hjg7zjg4jjg6vmnKrmuoAiLCIxMSIsIu++gO+9su+9vO+9ru+9s++9vO+9re+9vO++nu+9re++giIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDUzNCIsIjI3OTAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100535","対象手術（短手１）：気管支狭窄拡張術（気管支鏡によるもの）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTM1IiwiMjkiLCLlr77osaHmiYvooZPvvIjnn63miYvvvJHvvInvvJrmsJfnrqHmlK/ni63nqoTmi6HlvLXooZPvvIjmsJfnrqHmlK/pj6HjgavjgojjgovjgoLjga7vvIkiLCIxMSIsIu++gO+9su+9vO+9ru+9s++9vO+9re+9vO++nu+9re++giIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDUzNSIsIjI4MDAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100536","対象手術（短手１）：気管支腫瘍摘出術（気管支鏡又は気管支ファイバースコープによるもの）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTM2IiwiNDMiLCLlr77osaHmiYvooZPvvIjnn63miYvvvJHvvInvvJrmsJfnrqHmlK/ohavnmI3mkZjlh7rooZPvvIjmsJfnrqHmlK/pj6Hlj4jjga/msJfnrqHmlK/jg5XjgqHjgqTjg5Djg7zjgrnjgrPjg7zjg5fjgavjgojjgovjgoLjga7vvIkiLCIxMSIsIu++gO+9su+9vO+9ru+9s++9vO+9re+9vO++nu+9re++giIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDUzNiIsIjI4MTAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100537","対象手術（短手１）：内視鏡的胃、十二指腸ポリープ・粘膜切除術　１　早期悪性腫瘍粘膜切除術","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTM3IiwiNDQiLCLlr77osaHmiYvooZPvvIjnn63miYvvvJHvvInvvJrlhoXoppbpj6HnmoTog4PjgIHljYHkuozmjIfohbjjg53jg6rjg7zjg5fjg7vnspjohpzliIfpmaTooZPjgIDvvJHjgIDml6nmnJ/mgqrmgKfohavnmI3nspjohpzliIfpmaTooZMiLCIxMSIsIu++gO+9su+9vO+9ru+9s++9vO+9re+9vO++nu+9re++giIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDUzNyIsIjI4MjAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100538","対象手術（短手１）：内視鏡的大腸ポリープ・粘膜切除術　１　長径二センチメートル未満","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTM4IiwiNDEiLCLlr77osaHmiYvooZPvvIjnn63miYvvvJHvvInvvJrlhoXoppbpj6HnmoTlpKfohbjjg53jg6rjg7zjg5fjg7vnspjohpzliIfpmaTooZPjgIDvvJHjgIDplbflvoTkuozjgrvjg7Pjg4Hjg6Hjg7zjg4jjg6vmnKrmuoAiLCIxMSIsIu++gO+9su+9vO+9ru+9s++9vO+9re+9vO++nu+9re++giIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDUzOCIsIjI4MzAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100539","対象手術（短手１）：経尿道的レーザー前立腺切除・蒸散術　１　ホルミウムレーザー又は倍周波数レーザーを用いるもの","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTM5IiwiNTUiLCLlr77osaHmiYvooZPvvIjnn63miYvvvJHvvInvvJrntYzlsL/pgZPnmoTjg6zjg7zjgrbjg7zliY3nq4vohbrliIfpmaTjg7vokrjmlaPooZPjgIDvvJHjgIDjg5vjg6vjg5/jgqbjg6Djg6zjg7zjgrbjg7zlj4jjga/lgI3lkajms6LmlbDjg6zjg7zjgrbjg7zjgpLnlKjjgYTjgovjgoLjga4iLCIxMSIsIu++gO+9su+9vO+9ru+9s++9vO+9re+9vO++nu+9re++giIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDUzOSIsIjI4NDAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100540","対象手術とは別目的で実施した検査等（短手１）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTQwIiwiMjIiLCLlr77osaHmiYvooZPjgajjga/liKXnm67nmoTjgaflrp/mlr3jgZfjgZ/mpJzmn7vnrYnvvIjnn63miYvvvJHvvIkiLCIyMCIsIu++gO+9su+9vO+9ru+9s++9vO+9re+9vO++nu+9re++gu++hO++iu++je++nu++gu++k++9uO++g++9tyIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU0MCIsIjI4NjAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100558","（ハ）　臓器移植術を受けた患者で免疫抑制剤を投与","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTU4IiwiMjQiLCLvvIjjg4/vvInjgIDoh5Plmajnp7vmpI3ooZPjgpLlj5fjgZHjgZ/mgqPogIXjgaflhY3nlqvmipHliLbliaTjgpLmipXkuI4iLCIyMCIsIu++iu+9v+++nu+9s++9t++9su+9vO+9ru+9uO+9vO++nu+9re++gu+9pu+9s++9ue++gO+9tu++ne+9vCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU1OCIsIjMyMzAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100559","（ニ）　気管支喘息等の患者でテオフィリン製剤を投与","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTU5IiwiMjUiLCLvvIjjg4vvvInjgIDmsJfnrqHmlK/llpjmga/nrYnjga7mgqPogIXjgafjg4bjgqrjg5XjgqPjg6rjg7Poo73liaTjgpLmipXkuI4iLCIyMCIsIu++hu+9t++9tu++ne+9vO+9vu++nu++ne+9v++9uO++hO+9s+++ie+9tu++ne+9vO++nu+9rO++g+++niIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU1OSIsIjMyNDAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100560","（ホ）　不整脈の患者に対して不整脈用剤を継続的に投与","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTYwIiwiMjYiLCLvvIjjg5vvvInjgIDkuI3mlbTohIjjga7mgqPogIXjgavlr77jgZfjgabkuI3mlbTohIjnlKjliaTjgpLntpnntprnmoTjgavmipXkuI4iLCIyMCIsIu++ju++jO+9vu+9su++kO+9rO+9uO++ie+9tu++ne+9vO++nu+9rO++hu++gO+9su+9vO++g+++jO+9viIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU2MCIsIjMyNTAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100561","（ヘ）　統合失調症の患者でハロペリドール製剤等を投与","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTYxIiwiMjYiLCLvvIjjg5jvvInjgIDntbHlkIjlpLHoqr/nl4fjga7mgqPogIXjgafjg4/jg63jg5rjg6rjg4njg7zjg6voo73liaTnrYnjgpLmipXkuI4iLCIyMCIsIu++je++hO+9s++9uu++nu+9s++9vO+9r+++ge+9ru+9s++9vO+9ru+9s+++ie+9tu++ne+9vO++nu+9rCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU2MSIsIjMyNjAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100562","（ト）　躁うつ病の患者でリチウム製剤を投与","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTYyIiwiMjEiLCLvvIjjg4jvvInjgIDouoHjgYbjgaTnl4Xjga7mgqPogIXjgafjg6rjg4Hjgqbjg6Doo73liaTjgpLmipXkuI4iLCIyMCIsIu++hO+9v++9s++9s+++gu++i+++nu+9ru+9s+++ie+9tu++ne+9vO++nu+9rO++g+++nu++mO++ge+9syIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU2MiIsIjMyNzAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100563","（チ）　躁うつ病又は躁病の患者でバルプロ酸ナトリウム等を投与","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTYzIiwiMzAiLCLvvIjjg4HvvInjgIDouoHjgYbjgaTnl4Xlj4jjga/ouoHnl4Xjga7mgqPogIXjgafjg5Djg6vjg5fjg63phbjjg4rjg4jjg6rjgqbjg6DnrYnjgpLmipXkuI4iLCIyMCIsIu++ge+9v++9s++9s+++gu++i+++nu+9ru+9s+++j+++gO++iu+9v++9s+++i+++nu+9ru+9s+++ie+9tiIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU2MyIsIjMyODAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100564","（ヌ）　留意事項通知に規定する患者でタクロリムス水和物を投与","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTY0IiwiMzAiLCLvvIjjg4zvvInjgIDnlZnmhI/kuovpoIXpgJrnn6Xjgavopo/lrprjgZnjgovmgqPogIXjgafjgr/jgq/jg63jg6rjg6DjgrnmsLTlkoznianjgpLmipXkuI4iLCIyMCIsIu++h+++mO+9re+9s++9su+9vO++nu+9uu+9s+++gu+9s+++ge++hu+9t+++g++9su+9ve++me+9tu++nSIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU2NCIsIjMzMDAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100565","（ル）　若年性関節リウマチ等の患者でサリチル酸系製剤を継続投与","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTY1IiwiMzEiLCLvvIjjg6vvvInjgIDoi6XlubTmgKfplqLnr4Djg6rjgqbjg57jg4HnrYnjga7mgqPogIXjgafjgrXjg6rjg4Hjg6vphbjns7voo73liaTjgpLntpnntprmipXkuI4iLCIyMCIsIu++me+9vO++nu+9rO+9uO++iO++ne+9vu+9su+9tu++ne+9vu++gu++mO+9s+++j+++ge++hO+9s+++iSIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU2NSIsIjMzMTAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100566","（ヲ）　悪性腫瘍の患者でメトトレキサートを投与","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTY2IiwiMjMiLCLvvIjjg7LvvInjgIDmgqrmgKfohavnmI3jga7mgqPogIXjgafjg6Hjg4jjg4jjg6zjgq3jgrXjg7zjg4jjgpLmipXkuI4iLCIyMCIsIu+9pu+9se+9uO+9vu+9su+9vO+9re++lu+9s+++ie+9tu++ne+9vO++nu+9rO++g+++nu++ku++hO++hCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU2NiIsIjMzMjAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100567","（ワ）　留意事項通知に規定する患者でエベロリムスを投与","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTY3IiwiMjciLCLvvIjjg6/vvInjgIDnlZnmhI/kuovpoIXpgJrnn6Xjgavopo/lrprjgZnjgovmgqPogIXjgafjgqjjg5njg63jg6rjg6DjgrnjgpLmipXkuI4iLCIyMCIsIu++nO++mO+9re+9s++9su+9vO++nu+9uu+9s+++gu+9s+++ge++hu+9t+++g++9su+9ve++me+9tu++nSIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU2NyIsIjMzMzAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100568","（カ）　入院中の患者であってアミノ配糖体抗生物質等を数日間以上投与","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTY4IiwiMzMiLCLvvIjjgqvvvInjgIDlhaXpmaLkuK3jga7mgqPogIXjgafjgYLjgaPjgabjgqLjg5/jg47phY3ns5bkvZPmipfnlJ/nianos6rnrYnjgpLmlbDml6XplpPku6XkuIrmipXkuI4iLCIyMCIsIu+9tu++hu+9re+9s++9su++ne++ge+9re+9s+++ie+9tu++ne+9vO++nu+9rO++g+++nu+9se+9r+++gyIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU2OCIsIjMzNDAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100569","（ヨ）　重症又は難治性真菌感染症又は造血幹細胞移植の患者であってトリアゾール系抗真菌剤を投与","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTY5IiwiNDYiLCLvvIjjg6jvvInjgIDph43nl4flj4jjga/pm6PmsrvmgKfnnJ/oj4zmhJ/mn5Pnl4flj4jjga/pgKDooYDlubnntLDog57np7vmpI3jga7mgqPogIXjgafjgYLjgaPjgabjg4jjg6rjgqLjgr7jg7zjg6vns7vmipfnnJ/oj4zliaTjgpLmipXkuI4iLCIyMCIsIu++lu+9vO++nu+9re+9s++9vO+9ru+9s+++j+++gO++iu++he++ne++ge+9vu+9su+9vO++ne+9t+++nSIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU2OSIsIjMzNTAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100570","（タ）　イマチニブを投与","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTcwIiwiMTIiLCLvvIjjgr/vvInjgIDjgqTjg57jg4Hjg4vjg5bjgpLmipXkuI4iLCIxMSIsIu++gO+9su++j+++ge++hu++jO++nu+9pu++hO+9s+++liIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU3MCIsIjMzNjAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100572","（ツ）　片頭痛の患者であってバルプロ酸ナトリウムを投与","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTcyIiwiMjciLCLvvIjjg4TvvInjgIDniYfpoK3nl5vjga7mgqPogIXjgafjgYLjgaPjgabjg5Djg6vjg5fjg63phbjjg4rjg4jjg6rjgqbjg6DjgpLmipXkuI4iLCIyMCIsIu++gu++je++ne+9ve++nu++gu+9s+++ie+9tu++ne+9vO++nu+9rO++g+++nu+9se+9r+++g+++iu++niIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU3MiIsIjMzOTAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100574","内服薬やインスリン製剤使用（糖尿病透析予防指導管理料）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTc0IiwiMjciLCLlhoXmnI3olqzjgoTjgqTjg7Pjgrnjg6rjg7Poo73liaTkvb/nlKjvvIjns5blsL/nl4XpgI/mnpDkuojpmLLmjIflsI7nrqHnkIbmlpnvvIkiLCIyMCIsIu++he+9su++jO+9uO++lO+9uO++lO+9su++ne+9ve++mO++ne+9vu+9su+9u+++nu+9su+9vO++lu+9syIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU3NCIsIjM3MDAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100575","ｅＧＦＲの検査値（腎代替療法指導管理料）：（イ）　２５ｍＬ／ｍｉｎ／１．７３ｍ２以上　３０ｍＬ／ｍｉｎ／１．７３ｍ２未満","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTc1IiwiNjAiLCLvvYXvvKfvvKbvvLLjga7mpJzmn7vlgKTvvIjohY7ku6Pmm7/nmYLms5XmjIflsI7nrqHnkIbmlpnvvInvvJrvvIjjgqTvvInjgIDvvJLvvJXvvY3vvKzvvI/vvY3vvYnvvY7vvI/vvJHvvI7vvJfvvJPvvY3vvJLku6XkuIrjgIDvvJPvvJDvvY3vvKzvvI/vvY3vvYnvvY7vvI/vvJHvvI7vvJfvvJPvvY3vvJLmnKrmuoAiLCI5IiwiZUdGUu++ie+9ue++ne+9u+++gSIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU3NSIsIjA0NTMwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"100576","ｅＧＦＲの検査値（腎代替療法指導管理料）：（ロ）　１５ｍＬ／ｍｉｎ／１．７３ｍ２以上　２５ｍＬ／ｍｉｎ／１．７３ｍ２未満","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTc2IiwiNjAiLCLvvYXvvKfvvKbvvLLjga7mpJzmn7vlgKTvvIjohY7ku6Pmm7/nmYLms5XmjIflsI7nrqHnkIbmlpnvvInvvJrvvIjjg63vvInjgIDvvJHvvJXvvY3vvKzvvI/vvY3vvYnvvY7vvI/vvJHvvI7vvJfvvJPvvY3vvJLku6XkuIrjgIDvvJLvvJXvvY3vvKzvvI/vvY3vvYnvvY7vvI/vvJHvvI7vvJfvvJPvvY3vvJLmnKrmuoAiLCI5IiwiZUdGUu++ie+9ue++ne+9u+++gSIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU3NiIsIjA0NTQwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"100577","ｅＧＦＲの検査値（腎代替療法指導管理料）：（ハ）　１５ｍｌ／ｍｉｎ／１．７３ｍ２未満","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTc3IiwiNDIiLCLvvYXvvKfvvKbvvLLjga7mpJzmn7vlgKTvvIjohY7ku6Pmm7/nmYLms5XmjIflsI7nrqHnkIbmlpnvvInvvJrvvIjjg4/vvInjgIDvvJHvvJXvvY3vvYzvvI/vvY3vvYnvvY7vvI/vvJHvvI7vvJfvvJPvvY3vvJLmnKrmuoAiLCI5IiwiZUdGUu++ie+9ue++ne+9u+++gSIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU3NyIsIjM4MDAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100578","小児科外来診療料非算定理由：他の保険医療機関で在宅療養指導管理料算定","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTc4IiwiMzQiLCLlsI/lhZDnp5HlpJbmnaXoqLrnmYLmlpnpnZ7nrpflrprnkIbnlLHvvJrku5bjga7kv53pmbrljLvnmYLmqZ/plqLjgaflnKjlroXnmYLppIrmjIflsI7nrqHnkIbmlpnnrpflrpoiLCIyMCIsIu+9vO+9ru+9s+++hu+9tu+9tu++nu+9su++l++9su+9vO++ne++mO+9ru+9s+++mO+9ru+9s+++i++9uyIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU3OCIsIjM4MzAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100579","妊娠中（連携強化診療情報提供料）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTc5IiwiMTYiLCLlporlqKDkuK3vvIjpgKPmkLrlvLfljJboqLrnmYLmg4XloLHmj5DkvpvmlpnvvIkiLCI3Iiwi776G776d7728776d776B772t772zIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwMTAwNTc5IiwiMDUzNTAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100581","対象患者の状態（精神科退院時共同指導料１のイ）：措置入院にかかる患者","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTgxIiwiMzQiLCLlr77osaHmgqPogIXjga7nirbmhYvvvIjnsr7npZ7np5HpgIDpmaLmmYLlhbHlkIzmjIflsI7mlpnvvJHjga7jgqTvvInvvJrmjqrnva7lhaXpmaLjgavjgYvjgYvjgovmgqPogIUiLCIxNyIsIu++gO+9su+9vO+9ru+9s++9tu++ne+9vO++nu+9rO++ie+9vO++nu+9ru+9s+++gO+9siIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU4MSIsIjQ0MzAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100582","対象患者の状態（精神科退院時共同指導料１のイ）：緊急措置入院にかかる患者","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTgyIiwiMzYiLCLlr77osaHmgqPogIXjga7nirbmhYvvvIjnsr7npZ7np5HpgIDpmaLmmYLlhbHlkIzmjIflsI7mlpnvvJHjga7jgqTvvInvvJrnt4rmgKXmjqrnva7lhaXpmaLjgavjgYvjgYvjgovmgqPogIUiLCIxNyIsIu++gO+9su+9vO+9ru+9s++9tu++ne+9vO++nu+9rO++ie+9vO++nu+9ru+9s+++gO+9siIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU4MiIsIjQ0NDAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100583","対象患者の状態（精神科退院時共同指導料１のイ）：医療観察法による入院又は通院をしたことがある患者","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTgzIiwiNDgiLCLlr77osaHmgqPogIXjga7nirbmhYvvvIjnsr7npZ7np5HpgIDpmaLmmYLlhbHlkIzmjIflsI7mlpnvvJHjga7jgqTvvInvvJrljLvnmYLoprPlr5/ms5XjgavjgojjgovlhaXpmaLlj4jjga/pgJrpmaLjgpLjgZfjgZ/jgZPjgajjgYzjgYLjgovmgqPogIUiLCIxNyIsIu++gO+9su+9vO+9ru+9s++9tu++ne+9vO++nu+9rO++ie+9vO++nu+9ru+9s+++gO+9siIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU4MyIsIjQ0NTAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100584","対象患者の状態（精神科退院時共同指導料１のイ）：入院の期間が１年以上の患者","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTg0IiwiMzciLCLlr77osaHmgqPogIXjga7nirbmhYvvvIjnsr7npZ7np5HpgIDpmaLmmYLlhbHlkIzmjIflsI7mlpnvvJHjga7jgqTvvInvvJrlhaXpmaLjga7mnJ/plpPjgYzvvJHlubTku6XkuIrjga7mgqPogIUiLCIxNyIsIu++gO+9su+9vO+9ru+9s++9tu++ne+9vO++nu+9rO++ie+9vO++nu+9ru+9s+++gO+9siIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU4NCIsIjQ0NjAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"100585","対象患者の状態（精神科退院時共同指導料１のロ）：６ヶ月間継続して社会的役割を遂行することに重大な問題がある。","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiMTAwNTg1IiwiNTQiLCLlr77osaHmgqPogIXjga7nirbmhYvvvIjnsr7npZ7np5HpgIDpmaLmmYLlhbHlkIzmjIflsI7mlpnvvJHjga7jg63vvInvvJrvvJbjg7bmnIjplpPntpnntprjgZfjgabnpL7kvJrnmoTlvbnlibLjgpLpgYLooYzjgZnjgovjgZPjgajjgavph43lpKfjgarllY/poYzjgYzjgYLjgovjgIIiLCIxNyIsIu++gO+9su+9vO+9ru+9s++9tu++ne+9vO++nu+9rO++ie+9vO++nu+9ru+9s+++gO+9siIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDEwMDU4NSIsIjQ0NzAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
