"drug_code","name","kana","unit","price","form","manufacturer","valid_from"
"620003961","17","ジルテックドライシロップ１．２５％","33","1","ｼﾞﾙﾃｯｸﾄﾞﾗｲｼﾛｯﾌﾟ1.25%","ｇ","Y"
"620003966","10","セディール錠２０ｍｇ","16","1","ｾﾃﾞｨｰﾙｼﾞｮｳ20MG","錠","Y"
"620003975","19","セレギリン塩酸塩錠２．５ｍｇ「アメル」","16","1","ｾﾚｷﾞﾘﾝｴﾝｻﾝｴﾝｼﾞｮｳ2.5M","錠","Y"
"620003976","11","セレニカＲ錠４００ｍｇ","16","1","ｾﾚﾆｶRｼﾞｮｳ400MG","錠","Y"
"620003994","18","テルビナフィン錠１２５ｍｇ「サンド」","16","1","ﾃﾙﾋﾞﾅﾌｨﾝｼﾞｮｳ125MGｻﾝﾄ","錠","Y"
"620003995","17","テルビナフィン錠１２５ｍｇ「ＣＨ」","16","1","ﾃﾙﾋﾞﾅﾌｨﾝｼﾞｮｳ125MGCH","錠","Y"
"620003998","17","テルビナフィン錠１２５ｍｇ「ＹＤ」","16","1","ﾃﾙﾋﾞﾅﾌｨﾝｼﾞｮｳ125MGYD","錠","Y"
"620004006","16","トレミフェン錠４０ｍｇ「サワイ」","16","1","ﾄﾚﾐﾌｪﾝｼﾞｮｳ40MGｻﾜｲ","錠","Y"
"620004007","20","ドロキシドパカプセル１００ｍｇ「アメル」","15","4","ﾄﾞﾛｷｼﾄﾞﾊﾟｶﾌﾟｾﾙ100MGｱ","カプセル","Y"
"620004009","20","ドロキシドパカプセル２００ｍｇ「アメル」","15","4","ﾄﾞﾛｷｼﾄﾞﾊﾟｶﾌﾟｾﾙ200MGｱ","カプセル","Y"
"620004014","18","ニフェジピンＣＲ錠１０ｍｇ「サワイ」","16","1","ﾆﾌｪｼﾞﾋﾟﾝCRｼﾞｮｳ10MGｻﾜ","錠","Y"
"620004015","18","ニフェジピンＣＲ錠２０ｍｇ「サワイ」","16","1","ﾆﾌｪｼﾞﾋﾟﾝCRｼﾞｮｳ20MGｻﾜ","錠","Y"
"620004016","18","ニフェジピンＣＲ錠４０ｍｇ「サワイ」","16","1","ﾆﾌｪｼﾞﾋﾟﾝCRｼﾞｮｳ40MGｻﾜ","錠","Y"
"620004017","15","ネオバルギンＥＨＤ　９９．０％","33","1","ﾈｵﾊﾞﾙｷﾞﾝEHD","ｇ","Y"
"620004020","10","バップフォー細粒２％","33","1","ﾊﾞｯﾌﾟﾌｫｰｻｲﾘｭｳ2%","ｇ","Y"
"620004025","13","バリコンクＭＸ　９９．４％","33","1","ﾊﾞﾘｺﾝｸMX","ｇ","Y"
"620004026","14","バリブライトＣＬ　９９．１％","33","1","ﾊﾞﾘﾌﾞﾗｲﾄCL","ｇ","Y"
"620004028","23","バルプロ酸ナトリウムＳＲ錠２００ｍｇ「アメル」","16","1","ﾊﾞﾙﾌﾟﾛｻﾝﾅﾄﾘｳﾑSRｼﾞｮｳ2","錠","Y"
"620004032","16","ファモチジン錠１０ｍｇ「ＴＣＫ」","16","1","ﾌｧﾓﾁｼﾞﾝｼﾞｮｳ10MGTCK","錠","Y"
"620004035","17","ファモチジンＤ錠１０ｍｇ「サワイ」","16","1","ﾌｧﾓﾁｼﾞﾝDｼﾞｮｳ10MGｻﾜｲ","錠","Y"
"620004036","17","ファモチジンＤ錠２０ｍｇ「サワイ」","16","1","ﾌｧﾓﾁｼﾞﾝDｼﾞｮｳ20MGｻﾜｲ","錠","Y"
"620004038","23","プラバスタチンナトリウム錠１０ｍｇ「ツルハラ」","16","1","ﾌﾟﾗﾊﾞｽﾀﾁﾝﾅﾄﾘｳﾑｼﾞｮｳ10","錠","Y"
"620004039","11","フリバスＯＤ錠５０ｍｇ","16","1","ﾌﾘﾊﾞｽODｼﾞｮｳ50MG","錠","Y"
"620004041","14","フロセミド錠１０ｍｇ「ＮＰ」","16","1","ﾌﾛｾﾐﾄﾞｼﾞｮｳ10MGNP","錠","Y"
"620004042","14","フロセミド錠２０ｍｇ「ＮＰ」","16","1","ﾌﾛｾﾐﾄﾞｼﾞｮｳ20MGNP","錠","Y"
"620004043","14","フロセミド錠４０ｍｇ「ＮＰ」","16","1","ﾌﾛｾﾐﾄﾞｼﾞｮｳ40MGNP","錠","Y"
"620004044","14","プロマックＤ錠７５　７５ｍｇ","16","1","ﾌﾟﾛﾏｯｸDｼﾞｮｳ75","錠","Y"
"620004048","17","ベニジピン塩酸塩錠２ｍｇ「ＮＰＩ」","16","1","ﾍﾞﾆｼﾞﾋﾟﾝｴﾝｻﾝｴﾝｼﾞｮｳ2M","錠","Y"
"620004049","17","ベニジピン塩酸塩錠２ｍｇ「ＯＭＥ」","16","1","ﾍﾞﾆｼﾞﾋﾟﾝｴﾝｻﾝｴﾝｼﾞｮｳ2M","錠","Y"
"620004050","17","ベニジピン塩酸塩錠２ｍｇ「サワイ」","16","1","ﾍﾞﾆｼﾞﾋﾟﾝｴﾝｻﾝｴﾝｼﾞｮｳ2M","錠","Y"
"620004054","16","ベニジピン塩酸塩錠２ｍｇ「ＹＤ」","16","1","ﾍﾞﾆｼﾞﾋﾟﾝｴﾝｻﾝｴﾝｼﾞｮｳ2M","錠","Y"
"620004056","17","ベニジピン塩酸塩錠４ｍｇ「ＮＰＩ」","16","1","ﾍﾞﾆｼﾞﾋﾟﾝｴﾝｻﾝｴﾝｼﾞｮｳ4M","錠","Y"
"620004057","17","ベニジピン塩酸塩錠４ｍｇ「ＯＭＥ」","16","1","ﾍﾞﾆｼﾞﾋﾟﾝｴﾝｻﾝｴﾝｼﾞｮｳ4M","錠","Y"
"620004058","17","ベニジピン塩酸塩錠４ｍｇ「サワイ」","16","1","ﾍﾞﾆｼﾞﾋﾟﾝｴﾝｻﾝｴﾝｼﾞｮｳ4M","錠","Y"
"620004062","16","ベニジピン塩酸塩錠４ｍｇ「ＹＤ」","16","1","ﾍﾞﾆｼﾞﾋﾟﾝｴﾝｻﾝｴﾝｼﾞｮｳ4M","錠","Y"
"620004064","17","ベニジピン塩酸塩錠８ｍｇ「サワイ」","16","1","ﾍﾞﾆｼﾞﾋﾟﾝｴﾝｻﾝｴﾝｼﾞｮｳ8M","錠","Y"
"620004067","15","ペルゴリド錠５０μｇ「サワイ」","16","1","ﾍﾟﾙｺﾞﾘﾄﾞｼﾞｮｳ50ﾏｲｸﾛGｻ","錠","Y"
"620004068","16","ペルゴリド錠２５０μｇ「サワイ」","16","1","ﾍﾟﾙｺﾞﾘﾄﾞｼﾞｮｳ250ﾏｲｸﾛG","錠","Y"
"620004069","25","ボグリボースＯＤフィルム０．２「ＱＱ」　０．２ｍｇ","16","1","ﾎﾞｸﾞﾘﾎﾞｰｽODﾌｨﾙﾑ0.2QQ","錠","Y"
"620004070","25","ボグリボースＯＤフィルム０．３「ＱＱ」　０．３ｍｇ","16","1","ﾎﾞｸﾞﾘﾎﾞｰｽODﾌｨﾙﾑ0.3QQ","錠","Y"
"620004072","16","ボグリボース錠０．２ｍｇ「ＮＰ」","16","1","ﾎﾞｸﾞﾘﾎﾞｰｽｼﾞｮｳ0.2MGNP","錠","Y"
"620004074","16","ボグリボース錠０．３ｍｇ「ＮＰ」","16","1","ﾎﾞｸﾞﾘﾎﾞｰｽｼﾞｮｳ0.3MGNP","錠","Y"
"620004078","11","マグミット錠５００ｍｇ","16","1","ﾏｸﾞﾐｯﾄｼﾞｮｳ500MG","錠","Y"
"620004080","13","メイアクトＭＳ錠１００ｍｇ","16","1","ﾒｲｱｸﾄMSｼﾞｮｳ100MG","錠","Y"
"620004082","20","メトトレキサートカプセル２ｍｇ「サワイ」","15","4","ﾒﾄﾄﾚｷｻｰﾄｶﾌﾟｾﾙ2MGｻﾜｲ","カプセル","Y"
"620004083","20","メトトレキサートカプセル２ｍｇ「トーワ」","15","4","ﾒﾄﾄﾚｷｻｰﾄｶﾌﾟｾﾙ2MGﾄｰﾜ","カプセル","Y"
"620004084","17","メトトレキサート錠２ｍｇ「タナベ」","16","1","ﾒﾄﾄﾚｷｻｰﾄｼﾞｮｳ2MGﾀﾅﾍﾞ","錠","Y"
"620004093","21","リファンピシンカプセル１５０ｍｇ「サンド」","15","4","ﾘﾌｧﾝﾋﾟｼﾝｶﾌﾟｾﾙ150MGｻﾝ","カプセル","Y"
"620004100","15","アセトキープ３Ｇ注　５００ｍＬ","19","1","ｱｾﾄｷｰﾌﾟ3Gﾁｭｳ","瓶","Y"
"620004101","15","アセトキープ３Ｇ注　２００ｍＬ","20","1","ｱｾﾄｷｰﾌﾟ3Gﾁｭｳ","袋","Y"
"620004105","18","イノバン注０．６％シリンジ　５０ｍＬ","47","1","ｲﾉﾊﾞﾝﾁｭｳ0.6%ｼﾘﾝｼﾞ","筒","Y"
"620004118","25","カルボプラチン点滴静注液５０ｍｇ「サンド」　５ｍＬ","19","1","ｶﾙﾎﾞﾌﾟﾗﾁﾝﾃﾝﾃｷｼﾞｮｳﾁｭｳ","瓶","Y"
"620004120","27","カルボプラチン点滴静注液１５０ｍｇ「サンド」　１５ｍＬ","19","1","ｶﾙﾎﾞﾌﾟﾗﾁﾝﾃﾝﾃｷｼﾞｮｳﾁｭｳ","瓶","Y"
"620004122","27","カルボプラチン点滴静注液４５０ｍｇ「サンド」　４５ｍＬ","19","1","ｶﾙﾎﾞﾌﾟﾗﾁﾝﾃﾝﾃｷｼﾞｮｳﾁｭｳ","瓶","Y"
"620004134","14","スルバシリン静注用０．７５ｇ","19","1","ｽﾙﾊﾞｼﾘﾝｼﾞｮｳﾁｭｳﾖｳ0.75","瓶","Y"
"620004135","13","スルバシリン静注用１．５ｇ","19","1","ｽﾙﾊﾞｼﾘﾝｼﾞｮｳﾁｭｳﾖｳ1.5G","瓶","Y"
"620004136","16","生食注シリンジ「オーツカ」５ｍＬ","47","1","ｾｲｼｮｸﾁｭｳｼﾘﾝｼﾞｵｰﾂｶ5ML","筒","Y"
"620004137","16","生理食塩液「ヒカリ」　２５０ｍＬ","20","1","ｾｲﾘｼｮｸｴﾝｴｷﾋｶﾘ","袋","Y"
"620004151","32","セフメタゾールナトリウム点滴静注バッグ１ｇＮＰ　生食１００ｍＬ付","51","3","ｾﾌﾒﾀｿﾞｰﾙﾅﾄﾘｳﾑﾃﾝﾃｷｼﾞｮ","キット","Y"
"620004155","18","チエクール点滴用０．５ｇ　５００ｍｇ","19","1","ﾁｴｸｰﾙﾃﾝﾃｷﾖｳ0.5G","瓶","Y"
"620004170","20","パクリタキセル注３０ｍｇ／５ｍＬ「ＮＫ」","19","1","ﾊﾟｸﾘﾀｷｾﾙﾁｭｳ30MG/5MLN","瓶","Y"
"620004171","24","パクリタキセル注１００ｍｇ／１６．７ｍＬ「ＮＫ」","19","1","ﾊﾟｸﾘﾀｷｾﾙﾁｭｳ100MG/16.","瓶","Y"
"620004172","11","光糖液５％　２５０ｍＬ","20","1","ﾋｶﾘﾄｳｴｷ5%","袋","Y"
"620004173","12","光糖液２０％　５００ｍＬ","20","1","ﾋｶﾘﾄｳｴｷ20%","袋","Y"
"620004174","12","光糖液３０％　５００ｍＬ","20","1","ﾋｶﾘﾄｳｴｷ30%","袋","Y"
"620004179","21","フルマゼニル注射液０．５ｍｇ「Ｆ」　５ｍＬ","22","1","ﾌﾙﾏｾﾞﾆﾙﾁｭｳｼｬｴｷ0.5MGF","管","Y"
"620004183","30","ヘパフィルド透析用２５０単位／ｍＬシリンジ２０ｍＬ　５千単位","47","1","ﾍﾊﾟﾌｨﾙﾄﾞﾄｳｾｷﾖｳ250ﾀﾝｲ","筒","Y"
"620004186","32","ヘパリンＮａ透析２００Ｕ／ｍＬシリンジ２０ｍＬ「フソー」　４千Ｕ","47","1","ﾍﾊﾟﾘﾝNAﾄｳｾｷﾖｳ200ﾀﾝｲ/","筒","Y"
"620004188","32","ヘパリンＮａ透析２５０Ｕ／ｍＬシリンジ２０ｍＬ「フソー」　５千Ｕ","47","1","ﾍﾊﾟﾘﾝNAﾄｳｾｷﾖｳ250ﾀﾝｲ/","筒","Y"
"620004192","30","ヘパリンＮａロック１０Ｕ／ｍＬシリンジオーツカ５ｍＬ　５０Ｕ","47","1","ﾍﾊﾟﾘﾝNAﾛｯｸﾖｳ10ﾀﾝｲ/ML","筒","Y"
"620004193","32","ヘパリンＮａロック１０Ｕ／ｍＬシリンジオーツカ１０ｍＬ　１００Ｕ","47","1","ﾍﾊﾟﾘﾝNAﾛｯｸﾖｳ10ﾀﾝｲ/ML","筒","Y"
"620004194","32","ヘパリンＮａロック１００Ｕ／ｍＬシリンジオーツカ５ｍＬ　５００Ｕ","47","1","ﾍﾊﾟﾘﾝNAﾛｯｸﾖｳ100ﾀﾝｲ/M","筒","Y"
"620004195","32","ヘパリンＮａロック１００Ｕ／ｍＬシリンジオーツカ１０ｍＬ　１千Ｕ","47","1","ﾍﾊﾟﾘﾝNAﾛｯｸﾖｳ100ﾀﾝｲ/M","筒","Y"
"620004200","19","ミダゾラム注１０ｍｇ「サンド」　２ｍＬ","22","1","ﾐﾀﾞｿﾞﾗﾑﾁｭｳ10MGｻﾝﾄﾞ","管","Y"
"620004201","20","ミルリノン注射液１０ｍｇ「Ｆ」　１０ｍＬ","19","1","ﾐﾙﾘﾉﾝﾁｭｳｼｬｴｷ10MGF","瓶","Y"
"620004202","23","ミルリノン注射液２２．５ｍｇ「Ｆ」　１５０ｍＬ","19","1","ﾐﾙﾘﾉﾝﾁｭｳｼｬｴｷ22.5MGF","瓶","Y"
"620004204","20","ミルリノン注１０ｍｇ「タカタ」　１０ｍＬ","22","1","ﾐﾙﾘﾉﾝﾁｭｳ10MGﾀｶﾀ","管","Y"
"620004205","26","ミルリノン注２２．５ｍｇバッグ「タカタ」　１５０ｍＬ","20","1","ﾐﾙﾘﾉﾝﾁｭｳ22.5MGﾊﾞｯｸﾞﾀ","袋","Y"
"620004214","8","消エタサラコール","36","2","ｼｮｳｴﾀｻﾗｺｰﾙ","ｍＬ","Y"
"620004217","10","消毒用エタライトＢ液","36","2","ｼｮｳﾄﾞｸﾖｳｴﾀﾗｲﾄBｴｷ","ｍＬ","Y"
"620004225","19","ツロブテロールテープ０．５ｍｇ「ＱＱ」","6","1","ﾂﾛﾌﾞﾃﾛｰﾙﾃｰﾌﾟ0.5MGQQ","枚","Y"
"620004226","20","ツロブテロールテープ０．５ｍｇ「サワイ」","6","1","ﾂﾛﾌﾞﾃﾛｰﾙﾃｰﾌﾟ0.5MGｻﾜｲ","枚","Y"
"620004230","17","ツロブテロールテープ１ｍｇ「ＱＱ」","6","1","ﾂﾛﾌﾞﾃﾛｰﾙﾃｰﾌﾟ1MGQQ","枚","Y"
"620004231","18","ツロブテロールテープ１ｍｇ「サワイ」","6","1","ﾂﾛﾌﾞﾃﾛｰﾙﾃｰﾌﾟ1MGｻﾜｲ","枚","Y"
"620004235","17","ツロブテロールテープ２ｍｇ「ＱＱ」","6","1","ﾂﾛﾌﾞﾃﾛｰﾙﾃｰﾌﾟ2MGQQ","枚","Y"
"620004236","18","ツロブテロールテープ２ｍｇ「サワイ」","6","1","ﾂﾛﾌﾞﾃﾛｰﾙﾃｰﾌﾟ2MGｻﾜｲ","枚","Y"
"620004246","22","トラメラスＰＦ点眼液０．５％　２５ｍｇ５ｍＬ","19","1","ﾄﾗﾒﾗｽPFﾃﾝｶﾞﾝｴｷ0.5%","瓶","Y"
"620004253","21","プラノプロフェン点眼液０．１％「わかもと」","36","2","ﾌﾟﾗﾉﾌﾟﾛﾌｪﾝﾃﾝｶﾞﾝｴｷ0.1","ｍＬ","Y"
"620004256","31","フルチカゾン点鼻５０μｇ「イセイ」５６噴霧　４．０８ｍｇ８ｍＬ","19","1","ﾌﾙﾁｶｿﾞﾝﾃﾝﾋﾞｴｷ50ﾏｲｸﾛG","瓶","Y"
"620004257","31","フルチカゾン点鼻５０μｇ「サワイ」２８噴霧　２．０４ｍｇ４ｍＬ","19","1","ﾌﾙﾁｶｿﾞﾝﾃﾝﾋﾞｴｷ50ﾏｲｸﾛG","瓶","Y"
"620004261","27","フルナーゼ点鼻液５０μｇ５６噴霧用　４．０８ｍｇ８ｍＬ","19","1","ﾌﾙﾅｰｾﾞﾃﾝﾋﾞｴｷ50ﾏｲｸﾛG5","瓶","Y"
"620004273","12","ボルタレンローション１％","33","1","ﾎﾞﾙﾀﾚﾝﾛｰｼｮﾝ1%","ｇ","Y"
"620004278","23","ベンゼトニウム塩化物うがい液０．２％「ＫＹＳ」","36","2","ﾍﾞﾝｾﾞﾄﾆｳﾑｴﾝｶﾌﾞﾂｳｶﾞｲｴ","ｍＬ","Y"
"620004279","9","アザニン錠５０ｍｇ","16","1","ｱｻﾞﾆﾝｼﾞｮｳ50MG","錠","Y"
"620004285","10","スパトニン錠５０ｍｇ","16","1","ｽﾊﾟﾄﾆﾝｼﾞｮｳ50MG","錠","Y"
"620004291","15","ニッパスカルシウム顆粒１００％","33","1","ﾆｯﾊﾟｽｶﾙｼｳﾑｶﾘｭｳ100%","ｇ","Y"
"620004294","15","プレドニゾロン錠５ｍｇ「ミタ」","16","1","ﾌﾟﾚﾄﾞﾆｿﾞﾛﾝｼﾞｮｳ5MGﾐﾀ","錠","Y"
"620004298","19","レボチロキシンＮａ錠２５μｇ「サンド」","16","1","ﾚﾎﾞﾁﾛｷｼﾝNAｼﾞｮｳ25ﾏｲｸﾛ","錠","Y"
"620004299","19","レボチロキシンＮａ錠５０μｇ「サンド」","16","1","ﾚﾎﾞﾁﾛｷｼﾝNAｼﾞｮｳ50ﾏｲｸﾛ","錠","Y"
"620004301","28","アミノフィリン静注２５０ｍｇ「トーワ」　２．５％１０ｍＬ","22","1","ｱﾐﾉﾌｨﾘﾝｼﾞｮｳﾁｭｳ250MGﾄ","管","Y"
"620004304","16","ウログラフイン注６０％　２０ｍＬ","22","1","ｳﾛｸﾞﾗﾌｲﾝﾁｭｳ60%","管","Y"
"620004305","17","ウログラフイン注６０％　１００ｍＬ","19","1","ｳﾛｸﾞﾗﾌｲﾝﾁｭｳ60%","瓶","Y"
"620004306","16","ウログラフイン注７６％　２０ｍＬ","22","1","ｳﾛｸﾞﾗﾌｲﾝﾁｭｳ76%","管","Y"
"620004312","19","カルボカインアンプル注０．５％　５ｍＬ","22","1","ｶﾙﾎﾞｶｲﾝｱﾝﾌﾟﾙﾁｭｳ0.5%","管","Y"
"620004313","20","カルボカインアンプル注０．５％　１０ｍＬ","22","1","ｶﾙﾎﾞｶｲﾝｱﾝﾌﾟﾙﾁｭｳ0.5%","管","Y"
"620004314","17","カルボカインアンプル注１％　２ｍＬ","22","1","ｶﾙﾎﾞｶｲﾝｱﾝﾌﾟﾙﾁｭｳ1%","管","Y"
"620004315","17","カルボカインアンプル注１％　５ｍＬ","22","1","ｶﾙﾎﾞｶｲﾝｱﾝﾌﾟﾙﾁｭｳ1%","管","Y"
"620004316","18","カルボカインアンプル注１％　１０ｍＬ","22","1","ｶﾙﾎﾞｶｲﾝｱﾝﾌﾟﾙﾁｭｳ1%","管","Y"
"620004317","17","カルボカインアンプル注２％　２ｍＬ","22","1","ｶﾙﾎﾞｶｲﾝｱﾝﾌﾟﾙﾁｭｳ2%","管","Y"
"620004318","17","カルボカインアンプル注２％　５ｍＬ","22","1","ｶﾙﾎﾞｶｲﾝｱﾝﾌﾟﾙﾁｭｳ2%","管","Y"
"620004319","18","カルボカインアンプル注２％　１０ｍＬ","22","1","ｶﾙﾎﾞｶｲﾝｱﾝﾌﾟﾙﾁｭｳ2%","管","Y"
"620004320","21","ジゴシン注０．２５ｍｇ　０．０２５％１ｍＬ","22","1","ｼﾞｺﾞｼﾝﾁｭｳ0.25MG","管","Y"
"620004322","15","１０％食塩注「小林」　２０ｍＬ","22","1","10%ｼｮｸｴﾝﾁｭｳｺﾊﾞﾔｼ","管","Y"
"620004338","12","ハイアラージン外用液２％","36","2","ﾊｲｱﾗｰｼﾞﾝｶﾞｲﾖｳｴｷ2%","ｍＬ","Y"
"620004350","10","ガバペン錠２００ｍｇ","16","1","ｶﾞﾊﾞﾍﾟﾝｼﾞｮｳ200MG","錠","Y"
"620004351","10","ガバペン錠３００ｍｇ","16","1","ｶﾞﾊﾞﾍﾟﾝｼﾞｮｳ300MG","錠","Y"
"620004352","10","ガバペン錠４００ｍｇ","16","1","ｶﾞﾊﾞﾍﾟﾝｼﾞｮｳ400MG","錠","Y"
"620004353","13","テモダールカプセル２０ｍｇ","15","4","ﾃﾓﾀﾞｰﾙｶﾌﾟｾﾙ20MG","カプセル","Y"
"620004354","14","テモダールカプセル１００ｍｇ","15","4","ﾃﾓﾀﾞｰﾙｶﾌﾟｾﾙ100MG","カプセル","Y"
"620004355","12","バラクルード錠０．５ｍｇ","16","1","ﾊﾞﾗｸﾙｰﾄﾞｼﾞｮｳ0.5MG","錠","Y"
"620004357","11","フォサマック錠３５ｍｇ","16","1","ﾌｫｻﾏｯｸｼﾞｮｳ35MG","錠","Y"
"620004358","20","ボースデル内用液１０　１０ｍｇ２５０ｍＬ","20","1","ﾎﾞｰｽﾃﾞﾙﾅｲﾖｳｴｷ10","袋","Y"
"620004359","9","ボナロン錠３５ｍｇ","16","1","ﾎﾞﾅﾛﾝｼﾞｮｳ35MG","錠","Y"
"620004360","23","アボネックス筋注用シリンジ３０μｇ　０．５ｍＬ","47","1","ｱﾎﾞﾈｯｸｽｷﾝﾁｭｳﾖｳｼﾘﾝｼﾞ3","筒","Y"
"620004362","18","ポリドカスクレロール０．５％注２ｍＬ","22","1","ﾎﾟﾘﾄﾞｶｽｸﾚﾛｰﾙ0.5%ﾁｭｳ2","管","Y"
"620004363","16","ポリドカスクレロール１％注２ｍＬ","22","1","ﾎﾟﾘﾄﾞｶｽｸﾚﾛｰﾙ1%ﾁｭｳ2ML","管","Y"
"620004364","16","ポリドカスクレロール３％注２ｍＬ","22","1","ﾎﾟﾘﾄﾞｶｽｸﾚﾛｰﾙ3%ﾁｭｳ2ML","管","Y"
"620004365","12","パタノール点眼液０．１％","36","2","ﾊﾟﾀﾉｰﾙﾃﾝｶﾞﾝｴｷ0.1%","ｍＬ","Y"
"620004366","19","パルミコート吸入液０．２５ｍｇ　２ｍＬ","22","1","ﾊﾟﾙﾐｺｰﾄｷｭｳﾆｭｳｴｷ0.25M","管","Y"
"620004367","18","パルミコート吸入液０．５ｍｇ　２ｍＬ","22","1","ﾊﾟﾙﾐｺｰﾄｷｭｳﾆｭｳｴｷ0.5MG","管","Y"
"620004368","13","ベガモックス点眼液０．５％","36","2","ﾍﾞｶﾞﾓｯｸｽﾃﾝｶﾞﾝｴｷ0.5%","ｍＬ","Y"
"620004387","16","プレドニゾロン錠５ｍｇ「トーワ」","16","1","ﾌﾟﾚﾄﾞﾆｿﾞﾛﾝｼﾞｮｳ5MGﾄｰﾜ","錠","Y"
"620004388","11","プロパジール錠５０ｍｇ","16","1","ﾌﾟﾛﾊﾟｼﾞｰﾙｼﾞｮｳ50MG","錠","Y"
"620004391","10","メルカゾール錠５ｍｇ","16","1","ﾒﾙｶｿﾞｰﾙｼﾞｮｳ5MG","錠","Y"
"620004397","20","キシリトール注５％「フソー」　２００ｍＬ","20","1","ｷｼﾘﾄｰﾙﾁｭｳ5%ﾌｿｰ","袋","Y"
"620004398","20","キシリトール注５％「フソー」　５００ｍＬ","19","1","ｷｼﾘﾄｰﾙﾁｭｳ5%ﾌｿｰ","瓶","Y"
"620004399","20","キシリトール注５％「フソー」　５００ｍＬ","20","1","ｷｼﾘﾄｰﾙﾁｭｳ5%ﾌｿｰ","袋","Y"
"620004400","20","キシリトール注１０％「フソー」　２０ｍＬ","22","1","ｷｼﾘﾄｰﾙﾁｭｳ10%ﾌｿｰ","管","Y"
"620004401","20","キシリトール注２０％「フソー」　２０ｍＬ","22","1","ｷｼﾘﾄｰﾙﾁｭｳ20%ﾌｿｰ","管","Y"
"620004409","17","ビスミラー注５ｍｇ　０．５％１ｍＬ","22","1","ﾋﾞｽﾐﾗｰﾁｭｳ5MG","管","Y"
"620004412","9","アレグラ錠３０ｍｇ","16","1","ｱﾚｸﾞﾗｼﾞｮｳ30MG","錠","Y"
"620004415","11","レキップ錠０．２５ｍｇ","16","1","ﾚｷｯﾌﾟｼﾞｮｳ0.25MG","錠","Y"
"620004416","8","レキップ錠１ｍｇ","16","1","ﾚｷｯﾌﾟｼﾞｮｳ1MG","錠","Y"
"620004417","8","レキップ錠２ｍｇ","16","1","ﾚｷｯﾌﾟｼﾞｮｳ2MG","錠","Y"
"620004418","21","アウドラザイム点滴静注液２．９ｍｇ　５ｍＬ","19","1","ｱｳﾄﾞﾗｻﾞｲﾑﾃﾝﾃｷｼﾞｮｳﾁｭｳ","瓶","Y"
"620004422","10","アルチバ静注用２ｍｇ","19","1","ｱﾙﾁﾊﾞｼﾞｮｳﾁｭｳﾖｳ2MG","瓶","Y"
"620004423","10","アルチバ静注用５ｍｇ","19","1","ｱﾙﾁﾊﾞｼﾞｮｳﾁｭｳﾖｳ5MG","瓶","Y"
"620004427","12","タケプロン静注用３０ｍｇ","19","1","ﾀｹﾌﾟﾛﾝｼﾞｮｳﾁｭｳﾖｳ30MG","瓶","Y"
"620004428","11","ベルケイド注射用３ｍｇ","19","1","ﾍﾞﾙｹｲﾄﾞﾁｭｳｼｬﾖｳ3MG","瓶","Y"
"620004429","21","リプレガル点滴静注用３．５ｍｇ　３．５ｍＬ","19","1","ﾘﾌﾟﾚｶﾞﾙﾃﾝﾃｷｼﾞｮｳﾁｭｳﾖｳ","瓶","Y"
"620004431","9","アストミン散１０％","33","1","ｱｽﾄﾐﾝｻﾝ10%","ｇ","Y"
"620004432","10","アストミン錠１０ｍｇ","16","1","ｱｽﾄﾐﾝｼﾞｮｳ10MG","錠","Y"
"620004433","14","アストミンシロップ０．２５％","36","2","ｱｽﾄﾐﾝｼﾛｯﾌﾟ0.25%","ｍＬ","Y"
"620004450","11","アンコチル錠５００ｍｇ","16","1","ｱﾝｺﾁﾙｼﾞｮｳ500MG","錠","Y"
"620004457","14","エストリオール錠１ｍｇ「Ｆ」","16","1","ｴｽﾄﾘｵｰﾙｼﾞｮｳ1MGF","錠","Y"
"620004459","19","エラスチーム錠１８００　１，８００単位","16","1","ｴﾗｽﾁｰﾑｼﾞｮｳ1800","錠","Y"
"620004463","19","エリスロマイシン錠２００ｍｇ「サワイ」","16","1","ｴﾘｽﾛﾏｲｼﾝｼﾞｮｳ200MGｻﾜｲ","錠","Y"
"620004467","18","カタプレス錠７５μｇ　０．０７５ｍｇ","16","1","ｶﾀﾌﾟﾚｽｼﾞｮｳ75ﾏｲｸﾛG","錠","Y"
"620004468","18","カタプレス錠１５０μｇ　０．１５ｍｇ","16","1","ｶﾀﾌﾟﾚｽｼﾞｮｳ150ﾏｲｸﾛG","錠","Y"
"620004480","11","グリコラン錠２５０ｍｇ","16","1","ｸﾞﾘｺﾗﾝｼﾞｮｳ250MG","錠","Y"
"620004483","25","経口用トロンビン細粒１万単位　１０，０００単位１ｇ","18","1","ｹｲｺｳﾖｳﾄﾛﾝﾋﾞﾝｻｲﾘｭｳ1ﾏﾝ","包","Y"
"620004485","26","経口用トロンビン細粒５千単位　５，０００単位０．５ｇ","18","1","ｹｲｺｳﾖｳﾄﾛﾝﾋﾞﾝｻｲﾘｭｳ5ｾﾝ","包","Y"
"620004486","12","ケイツーシロップ０．２％","36","2","ｹｲﾂｰｼﾛｯﾌﾟ0.2%","ｍＬ","Y"
"620004512","21","セファレキシンカプセル２５０ｍｇ「トーワ」","15","4","ｾﾌｧﾚｷｼﾝｶﾌﾟｾﾙ250MGﾄｰﾜ","カプセル","Y"
"620004513","18","セフゾン細粒小児用１０％　１００ｍｇ","33","1","ｾﾌｿﾞﾝｻｲﾘｭｳｼｮｳﾆﾖｳ10%","ｇ","Y"
