"ward_code","ward_name","category","sub_category","valid_from","valid_to","change_type","raw_record"
"190630004","回復期機能病棟０４","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjMwMDA0IiwiOSIsIuWbnuW+qeacn+apn+iDveeXheajn++8kO+8lCIsIjE2Iiwi7722772y776M772477237723776J772z776L776e772u772z776E772zMDQiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkzMDAwNDAiLCI5IiwiMDIiLCIwMDEiLCIwMyIsIjAwNCIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLlm57lvqnmnJ/mqZ/og73nl4Xmo5/vvJDvvJQiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190630005","回復期機能病棟０５","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjMwMDA1IiwiOSIsIuWbnuW+qeacn+apn+iDveeXheajn++8kO+8lSIsIjE2Iiwi7722772y776M772477237723776J772z776L776e772u772z776E772zMDUiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkzMDAwNTAiLCI5IiwiMDIiLCIwMDEiLCIwMyIsIjAwNSIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLlm57lvqnmnJ/mqZ/og73nl4Xmo5/vvJDvvJUiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190630006","回復期機能病棟０６","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjMwMDA2IiwiOSIsIuWbnuW+qeacn+apn+iDveeXheajn++8kO+8liIsIjE2Iiwi7722772y776M772477237723776J772z776L776e772u772z776E772zMDYiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkzMDAwNjAiLCI5IiwiMDIiLCIwMDEiLCIwMyIsIjAwNiIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLlm57lvqnmnJ/mqZ/og73nl4Xmo5/vvJDvvJYiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190630007","回復期機能病棟０７","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjMwMDA3IiwiOSIsIuWbnuW+qeacn+apn+iDveeXheajn++8kO+8lyIsIjE2Iiwi7722772y776M772477237723776J772z776L776e772u772z776E772zMDciLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkzMDAwNzAiLCI5IiwiMDIiLCIwMDEiLCIwMyIsIjAwNyIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLlm57lvqnmnJ/mqZ/og73nl4Xmo5/vvJDvvJciLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190630008","回復期機能病棟０８","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjMwMDA4IiwiOSIsIuWbnuW+qeacn+apn+iDveeXheajn++8kO+8mCIsIjE2Iiwi7722772y776M772477237723776J772z776L776e772u772z776E772zMDgiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkzMDAwODAiLCI5IiwiMDIiLCIwMDEiLCIwMyIsIjAwOCIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLlm57lvqnmnJ/mqZ/og73nl4Xmo5/vvJDvvJgiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190630009","回復期機能病棟０９","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjMwMDA5IiwiOSIsIuWbnuW+qeacn+apn+iDveeXheajn++8kO+8mSIsIjE2Iiwi7722772y776M772477237723776J772z776L776e772u772z776E772zMDkiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkzMDAwOTAiLCI5IiwiMDIiLCIwMDEiLCIwMyIsIjAwOSIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLlm57lvqnmnJ/mqZ/og73nl4Xmo5/vvJDvvJkiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190630010","回復期機能病棟１０","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjMwMDEwIiwiOSIsIuWbnuW+qeacn+apn+iDveeXheajn++8ke+8kCIsIjE2Iiwi7722772y776M772477237723776J772z776L776e772u772z776E772zMTAiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkzMDAxMDAiLCI5IiwiMDIiLCIwMDEiLCIwMyIsIjAxMCIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLlm57lvqnmnJ/mqZ/og73nl4Xmo5/vvJHvvJAiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190630011","回復期機能病棟１１","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjMwMDExIiwiOSIsIuWbnuW+qeacn+apn+iDveeXheajn++8ke+8kSIsIjE2Iiwi7722772y776M772477237723776J772z776L776e772u772z776E772zMTEiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkzMDAxMTAiLCI5IiwiMDIiLCIwMDEiLCIwMyIsIjAxMSIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLlm57lvqnmnJ/mqZ/og73nl4Xmo5/vvJHvvJEiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190630012","回復期機能病棟１２","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjMwMDEyIiwiOSIsIuWbnuW+qeacn+apn+iDveeXheajn++8ke+8kiIsIjE2Iiwi7722772y776M772477237723776J772z776L776e772u772z776E772zMTIiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkzMDAxMjAiLCI5IiwiMDIiLCIwMDEiLCIwMyIsIjAxMiIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLlm57lvqnmnJ/mqZ/og73nl4Xmo5/vvJHvvJIiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190630013","回復期機能病棟１３","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjMwMDEzIiwiOSIsIuWbnuW+qeacn+apn+iDveeXheajn++8ke+8kyIsIjE2Iiwi7722772y776M772477237723776J772z776L776e772u772z776E772zMTMiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkzMDAxMzAiLCI5IiwiMDIiLCIwMDEiLCIwMyIsIjAxMyIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLlm57lvqnmnJ/mqZ/og73nl4Xmo5/vvJHvvJMiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190630014","回復期機能病棟１４","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjMwMDE0IiwiOSIsIuWbnuW+qeacn+apn+iDveeXheajn++8ke+8lCIsIjE2Iiwi7722772y776M772477237723776J772z776L776e772u772z776E772zMTQiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkzMDAxNDAiLCI5IiwiMDIiLCIwMDEiLCIwMyIsIjAxNCIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLlm57lvqnmnJ/mqZ/og73nl4Xmo5/vvJHvvJQiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190630015","回復期機能病棟１５","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjMwMDE1IiwiOSIsIuWbnuW+qeacn+apn+iDveeXheajn++8ke+8lSIsIjE2Iiwi7722772y776M772477237723776J772z776L776e772u772z776E772zMTUiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkzMDAxNTAiLCI5IiwiMDIiLCIwMDEiLCIwMyIsIjAxNSIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLlm57lvqnmnJ/mqZ/og73nl4Xmo5/vvJHvvJUiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190630016","回復期機能病棟１６","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjMwMDE2IiwiOSIsIuWbnuW+qeacn+apn+iDveeXheajn++8ke+8liIsIjE2Iiwi7722772y776M772477237723776J772z776L776e772u772z776E772zMTYiLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkzMDAxNjAiLCI5IiwiMDIiLCIwMDEiLCIwMyIsIjAxNiIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLlm57lvqnmnJ/mqZ/og73nl4Xmo5/vvJHvvJYiLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"190630017","回復期機能病棟１７","","","20240601","99999999","0","IjAiLCJTIiwiMTkwNjMwMDE3IiwiOSIsIuWbnuW+qeacn+apn+iDveeXheajn++8ke+8lyIsIjE2Iiwi7722772y776M772477237723776J772z776L776e772u772z776E772zMTciLCIwIiwiMCIsIiIsIjMiLCIwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMCIsIjAiLCIzIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjk5OTk5OTk5IiwiMCIsIjAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIxIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiKiIsIiIsIjIwMjQwNjAxIiwiOTk5OTk5OTkiLCI5OTkzMDAxNzAiLCI5IiwiMDIiLCIwMDEiLCIwMyIsIjAxNyIsIjAiLCIwMCIsIjAwMCIsIjAwIiwiMDAiLCIwMCIsIjAwIiwiMCIsIjAwIiwiMDAiLCIwIiwiMDAiLCIwMCIsIjAiLCIwMCIsIjAwIiwiMCIsIjAiLCLlm57lvqnmnJ/mqZ/og73nl4Xmo5/vvJHvvJciLCIwIiwiMCIsIjAiLCIiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMDAwIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIiwiIg=="
