"material_code","name","kana","category_large","category_middle","category_small","price","unit","valid_from","valid_to","change_type","maker","model","raw_record"
"710010103","中心静脈用カテーテル（抗血栓性型）","ﾁｭｳｼﾝｼﾞｮｳﾐｬｸﾖｳｶﾃｰﾃﾙ","","","","2290.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTAzIiwiMTciLCLkuK3lv4PpnZnohIjnlKjjgqvjg4bjg7zjg4bjg6vvvIjmipfooYDmoJPmgKflnovvvIkiLCIxOSIsIu++ge+9re+9s++9vO++ne+9vO++nu+9ru+9s+++kO+9rO+9uO++lu+9s++9tu++g++9sO++g+++mSIsIjAiLCIwIiwiIiwiMSIsIjIyOTAuMDAiLCIwIiwiMCIsIjAwIiwiMDAiLCIxIiwiMjI5MC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIiIsIjMwMDAwMzAwMCIsIjAiLCIyMDI0MDYwMSIsIjAwMDAwMDAwIiwiOTk5OTk5OTkiLCI0IiwiMiIsIjAiLCIiLCIiLCIiLCLkuK3lv4PpnZnohIjnlKjjgqvjg4bjg7zjg4bjg6vjg7vmipfooYDmoJPmgKflnosiLCIwMDAi"
"710010104","中心静脈用カテーテル（極細型）","ﾁｭｳｼﾝｼﾞｮｳﾐｬｸﾖｳｶﾃｰﾃﾙ","","","","7490.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTA0IiwiMTUiLCLkuK3lv4PpnZnohIjnlKjjgqvjg4bjg7zjg4bjg6vvvIjmpbXntLDlnovvvIkiLCIxOSIsIu++ge+9re+9s++9vO++ne+9vO++nu+9ru+9s+++kO+9rO+9uO++lu+9s++9tu++g++9sO++g+++mSIsIjAiLCIwIiwiIiwiMSIsIjc0OTAuMDAiLCIwIiwiMCIsIjAwIiwiMDAiLCIxIiwiNzQ5MC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIiIsIjMwMDAwNDAwMCIsIjAiLCIyMDI0MDYwMSIsIjAwMDAwMDAwIiwiOTk5OTk5OTkiLCI0IiwiMiIsIjAiLCIiLCIiLCIiLCLkuK3lv4PpnZnohIjnlKjjgqvjg4bjg7zjg4bjg6vjg7vmpbXntLDlnosiLCIwMDAi"
"710010105","中心静脈用カテーテル（カフ付き）","ﾁｭｳｼﾝｼﾞｮｳﾐｬｸﾖｳｶﾃｰﾃﾙ","","","","20000.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTA1IiwiMTYiLCLkuK3lv4PpnZnohIjnlKjjgqvjg4bjg7zjg4bjg6vvvIjjgqvjg5Xku5jjgY3vvIkiLCIxOSIsIu++ge+9re+9s++9vO++ne+9vO++nu+9ru+9s+++kO+9rO+9uO++lu+9s++9tu++g++9sO++g+++mSIsIjAiLCIwIiwiIiwiMSIsIjIwMDAwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjIwMDAwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMDA1MDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjQiLCIyIiwiMCIsIiIsIiIsIiIsIuS4reW/g+mdmeiEiOeUqOOCq+ODhuODvOODhuODq+ODu+OCq+ODleS7mOOBjSIsIjAwMCI="
"710010106","中心静脈用カテーテル（酸素飽和度測定機能付き）","ﾁｭｳｼﾝｼﾞｮｳﾐｬｸﾖｳｶﾃｰﾃﾙ","","","","35100.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTA2IiwiMjMiLCLkuK3lv4PpnZnohIjnlKjjgqvjg4bjg7zjg4bjg6vvvIjphbjntKDpo73lkozluqbmuKzlrprmqZ/og73ku5jjgY3vvIkiLCIxOSIsIu++ge+9re+9s++9vO++ne+9vO++nu+9ru+9s+++kO+9rO+9uO++lu+9s++9tu++g++9sO++g+++mSIsIjAiLCIwIiwiIiwiMSIsIjM1MTAwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjM1MjAwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMDA2MDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjQiLCIyIiwiMCIsIiIsIiIsIiIsIuS4reW/g+mdmeiEiOeUqOOCq+ODhuODvOODhuODq+ODu+mFuOe0oOmjveWSjOW6pua4rOWumuapn+iDveS7mOOBjSIsIjAwMCI="
"710010107","人工骨（汎用型・非吸収型・（顆粒・フィラー））","ｼﾞﾝｺｳｺﾂ","","","","6390.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTA3IiwiMjMiLCLkurrlt6XpqqjvvIjmsY7nlKjlnovjg7vpnZ7lkLjlj47lnovjg7vvvIjpoYbnspLjg7vjg5XjgqPjg6njg7zvvInvvIkiLCI3Iiwi7728776e776d7726772z7726776CIiwiMzMiLCIxIiwi772HIiwiMSIsIjYzOTAuMDAiLCIwIiwiMCIsIjAwIiwiMDAiLCIxIiwiNjM5MC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIiIsIjMwMDAxMjAwMCIsIjAiLCIyMDI0MDYwMSIsIjAwMDAwMDAwIiwiOTk5OTk5OTkiLCI1IiwiMSIsIjAiLCIiLCIiLCIiLCLkurrlt6Xpqqjjg7vmsY7nlKjlnovjg7vpnZ7lkLjlj47lnovjg7vpoYbnspLjg7vjg5XjgqPjg6njg7wiLCIwMDAi"
"710010108","人工骨（汎用型・非吸収型・多孔体）","ｼﾞﾝｺｳｺﾂ","","","","12400.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTA4IiwiMTciLCLkurrlt6XpqqjvvIjmsY7nlKjlnovjg7vpnZ7lkLjlj47lnovjg7vlpJrlrZTkvZPvvIkiLCI3Iiwi7728776e776d7726772z7726776CIiwiMzYiLCIyIiwi772N77ysIiwiMSIsIjEyNDAwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjEyNDAwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMDEzMDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjUiLCIxIiwiMCIsIiIsIiIsIiIsIuS6uuW3pemqqOODu+axjueUqOWei+ODu+mdnuWQuOWPjuWei+ODu+WkmuWtlOS9kyIsIjAwMCI="
"710010110","人工骨（汎用型・非吸収型・形状賦形型）","ｼﾞﾝｺｳｺﾂ","","","","14600.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTEwIiwiMTkiLCLkurrlt6XpqqjvvIjmsY7nlKjlnovjg7vpnZ7lkLjlj47lnovjg7vlvaLnirbos6blvaLlnovvvIkiLCI3Iiwi7728776e776d7726772z7726776CIiwiMzYiLCIyIiwi772N77ysIiwiMSIsIjE0NjAwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjE0NjAwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMDE0MDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjUiLCIxIiwiMCIsIiIsIiIsIiIsIuS6uuW3pemqqOODu+axjueUqOWei+ODu+mdnuWQuOWPjuWei+ODu+W9oueKtuizpuW9ouWeiyIsIjAwMCI="
"710010111","人工骨（汎用型・吸収型・（顆粒・フィラー））","ｼﾞﾝｺｳｺﾂ","","","","12000.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTExIiwiMjIiLCLkurrlt6XpqqjvvIjmsY7nlKjlnovjg7vlkLjlj47lnovjg7vvvIjpoYbnspLjg7vjg5XjgqPjg6njg7zvvInvvIkiLCI3Iiwi7728776e776d7726772z7726776CIiwiMzMiLCIxIiwi772HIiwiMSIsIjEyMDAwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjEyMDAwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMDE1MDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjUiLCIxIiwiMCIsIiIsIiIsIiIsIuS6uuW3pemqqOODu+axjueUqOWei+ODu+WQuOWPjuWei+ODu+mhhueykuODu+ODleOCo+ODqeODvCIsIjAwMCI="
"710010112","人工骨（汎用型・吸収型・多孔体・一般型）","ｼﾞﾝｺｳｺﾂ","","","","14000.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTEyIiwiMjAiLCLkurrlt6XpqqjvvIjmsY7nlKjlnovjg7vlkLjlj47lnovjg7vlpJrlrZTkvZPjg7vkuIDoiKzlnovvvIkiLCI3Iiwi7728776e776d7726772z7726776CIiwiMzYiLCIyIiwi772N77ysIiwiMSIsIjE0MDAwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjE0MDAwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMDE2MDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjUiLCIxIiwiMCIsIiIsIiIsIiIsIuS6uuW3pemqqOODu+axjueUqOWei+ODu+WQuOWPjuWei+ODu+WkmuWtlOS9k+ODu+S4gOiIrOWeiyIsIjAwMCI="
"710010113","カスタムメイド人工関節","ｶｽﾀﾑﾒｲﾄﾞｼﾞﾝｺｳｶﾝｾﾂ","","","","0.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTEzIiwiMTEiLCLjgqvjgrnjgr/jg6Djg6HjgqTjg4nkurrlt6XplqLnr4AiLCIxNyIsIu+9tu+9ve++gO++ke++ku+9su++hO++nu+9vO++nu++ne+9uu+9s++9tu++ne+9vu++giIsIjAiLCIwIiwiIiwiMiIsIjAuMDAiLCIwIiwiMCIsIjAwIiwiMDAiLCIyIiwiMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIiIsIjMwMDAxOTAwMCIsIjAiLCIyMDI0MDYwMSIsIjAwMDAwMDAwIiwiOTk5OTk5OTkiLCI1IiwiMiIsIjAiLCIiLCIiLCIiLCLjgqvjgrnjgr/jg6Djg6HjgqTjg4nkurrlt6XplqLnr4AiLCIwMDAi"
"710010114","カスタムメイド人工骨（Ｓ）","ｶｽﾀﾑﾒｲﾄﾞｼﾞﾝｺｳｺﾂ","","","","762000.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTE0IiwiMTMiLCLjgqvjgrnjgr/jg6Djg6HjgqTjg4nkurrlt6XpqqjvvIjvvLPvvIkiLCIxNSIsIu+9tu+9ve++gO++ke++ku+9su++hO++nu+9vO++nu++ne+9uu+9s++9uu++giIsIjAiLCIwIiwiIiwiMSIsIjc2MjAwMC4wMCIsIjAiLCIwIiwiMDAiLCIwMCIsIjEiLCI3NjIwMDAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIiLCIzMDAwMjAwMDAiLCIwIiwiMjAyNDA2MDEiLCIwMDAwMDAwMCIsIjk5OTk5OTk5IiwiNSIsIjIiLCIwIiwiIiwiIiwiIiwi44Kr44K544K/44Og44Oh44Kk44OJ5Lq65bel6aqo77yI77yz77yJIiwiMDAwIg=="
"710010115","カスタムメイド人工骨（Ｍ）","ｶｽﾀﾑﾒｲﾄﾞｼﾞﾝｺｳｺﾂ","","","","830000.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTE1IiwiMTMiLCLjgqvjgrnjgr/jg6Djg6HjgqTjg4nkurrlt6XpqqjvvIjvvK3vvIkiLCIxNSIsIu+9tu+9ve++gO++ke++ku+9su++hO++nu+9vO++nu++ne+9uu+9s++9uu++giIsIjAiLCIwIiwiIiwiMSIsIjgzMDAwMC4wMCIsIjAiLCIwIiwiMDAiLCIwMCIsIjEiLCI4MzAwMDAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIiLCIzMDAwMjEwMDAiLCIwIiwiMjAyNDA2MDEiLCIwMDAwMDAwMCIsIjk5OTk5OTk5IiwiNSIsIjIiLCIwIiwiIiwiIiwiIiwi44Kr44K544K/44Og44Oh44Kk44OJ5Lq65bel6aqo77yI77yt77yJIiwiMDAwIg=="
"710010117","合成吸収性骨片接合材（スクリュー（頭蓋・顎・顔面・小骨用））","ｺﾞｳｾｲｷｭｳｼｭｳｾｲｺｯﾍﾟﾝｾﾂ","","","","33000.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTE3IiwiMzAiLCLlkIjmiJDlkLjlj47mgKfpqqjniYfmjqXlkIjmnZDvvIjjgrnjgq/jg6rjg6Xjg7zvvIjpoK3ok4vjg7vpoY7jg7vpoZTpnaLjg7vlsI/pqqjnlKjvvInvvIkiLCIyMCIsIu+9uu++nu+9s++9vu+9su+9t++9re+9s++9vO+9re+9s++9vu+9su+9uu+9r+++je++n+++ne+9vu++giIsIjAiLCIwIiwiIiwiMSIsIjMzMDAwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjMzMDAwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMDIyMDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjUiLCIzIiwiMCIsIiIsIiIsIiIsIuWQiOaIkOWQuOWPjuaAp+mqqOeJh+aOpeWQiOadkOaWmeODu+OCueOCr+ODquODpeODvOODu+mgreiTi+ODu+mhjuODu+mhlOmdouODu+Wwj+mqqOeUqCIsIjAwMCI="
"710010118","合成吸収性骨片接合材（ストレートプレート）","ｺﾞｳｾｲｷｭｳｼｭｳｾｲｺｯﾍﾟﾝｾﾂ","","","","38200.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTE4IiwiMjEiLCLlkIjmiJDlkLjlj47mgKfpqqjniYfmjqXlkIjmnZDvvIjjgrnjg4jjg6zjg7zjg4jjg5fjg6zjg7zjg4jvvIkiLCIyMCIsIu+9uu++nu+9s++9vu+9su+9t++9re+9s++9vO+9re+9s++9vu+9su+9uu+9r+++je++n+++ne+9vu++giIsIjAiLCIwIiwiIiwiMSIsIjM4MjAwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjM4MjAwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMDIzMDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjUiLCIzIiwiMCIsIiIsIiIsIiIsIuWQiOaIkOWQuOWPjuaAp+mqqOeJh+aOpeWQiOadkOaWmeODu+OCueODiOODrOODvOODiOODl+ODrOODvOODiCIsIjAwMCI="
"710010119","合成吸収性骨片接合材（その他のプレート）","ｺﾞｳｾｲｷｭｳｼｭｳｾｲｺｯﾍﾟﾝｾﾂ","","","","54200.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTE5IiwiMjAiLCLlkIjmiJDlkLjlj47mgKfpqqjniYfmjqXlkIjmnZDvvIjjgZ3jga7ku5bjga7jg5fjg6zjg7zjg4jvvIkiLCIyMCIsIu+9uu++nu+9s++9vu+9su+9t++9re+9s++9vO+9re+9s++9vu+9su+9uu+9r+++je++n+++ne+9vu++giIsIjAiLCIwIiwiIiwiMSIsIjU0MjAwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjU0MjAwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMDI0MDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjUiLCIzIiwiMCIsIiIsIiIsIiIsIuWQiOaIkOWQuOWPjuaAp+mqqOeJh+aOpeWQiOadkOaWmeODu+OBneOBruS7luOBruODl+ODrOODvOODiCIsIjAwMCI="
"710010120","合成吸収性骨片接合材（ワッシャー）","ｺﾞｳｾｲｷｭｳｼｭｳｾｲｺｯﾍﾟﾝｾﾂ","","","","16700.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTIwIiwiMTciLCLlkIjmiJDlkLjlj47mgKfpqqjniYfmjqXlkIjmnZDvvIjjg6/jg4Pjgrfjg6Pjg7zvvIkiLCIyMCIsIu+9uu++nu+9s++9vu+9su+9t++9re+9s++9vO+9re+9s++9vu+9su+9uu+9r+++je++n+++ne+9vu++giIsIjAiLCIwIiwiIiwiMSIsIjE2NzAwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjE2NzAwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMDI1MDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjUiLCIzIiwiMCIsIiIsIiIsIiIsIuWQiOaIkOWQuOWPjuaAp+mqqOeJh+aOpeWQiOadkOaWmeODu+ODr+ODg+OCt+ODo+ODvCIsIjAwMCI="
"710010121","合成吸収性骨片接合材（ピン（一般用））","ｺﾞｳｾｲｷｭｳｼｭｳｾｲｺｯﾍﾟﾝｾﾂ","","","","39500.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTIxIiwiMTkiLCLlkIjmiJDlkLjlj47mgKfpqqjniYfmjqXlkIjmnZDvvIjjg5Tjg7PvvIjkuIDoiKznlKjvvInvvIkiLCIyMCIsIu+9uu++nu+9s++9vu+9su+9t++9re+9s++9vO+9re+9s++9vu+9su+9uu+9r+++je++n+++ne+9vu++giIsIjAiLCIwIiwiIiwiMSIsIjM5NTAwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjM5NTAwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMDI2MDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjUiLCIzIiwiMCIsIiIsIiIsIiIsIuWQiOaIkOWQuOWPjuaAp+mqqOeJh+aOpeWQiOadkOaWmeODu+ODlOODs+ODu+S4gOiIrOeUqCIsIjAwMCI="
"710010122","固定用内副子（スクリュー）（その他・標準・小型）","ｺﾃｲﾖｳﾅｲﾌｸｼｽｸﾘｭｰ","","","","2930.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTIyIiwiMjQiLCLlm7rlrprnlKjlhoXlia/lrZDvvIjjgrnjgq/jg6rjg6Xjg7zvvInvvIjjgZ3jga7ku5bjg7vmqJnmupbjg7vlsI/lnovvvIkiLCIxNSIsIu+9uu++g++9su++lu+9s+++he+9su++jO+9uO+9vO+9ve+9uO++mO+9re+9sCIsIjAiLCIwIiwiIiwiMSIsIjI5MzAuMDAiLCIwIiwiMCIsIjAwIiwiMDAiLCIxIiwiMjkzMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIiIsIjMwMDAyNzAwMCIsIjAiLCIyMDI0MDYwMSIsIjAwMDAwMDAwIiwiOTk5OTk5OTkiLCI1IiwiNCIsIjAiLCIiLCIiLCIiLCLlm7rlrprnlKjlhoXlia/lrZDvvIjjgrnjgq/jg6rjg6Xjg7zvvInjg7vjgZ3jga7ku5bjga7jgrnjgq/jg6rjg6Xjg7zjg7vmqJnmupblnovjg7vlsI/lnovjgrnjgq/jg6rjg6Xjg7zvvIjpoK3ok4vpqqjjg7vpoZTpnaLjg7vkuIrkuIvpoY7pqqjnlKjvvIkiLCIwMDAi"
"710010123","固定用内副子（プレート）（その他・標準・ストレート型・異形型）","ｺﾃｲﾖｳﾅｲﾌｸｼﾌﾟﾚｰﾄ","","","","11700.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTIzIiwiMzEiLCLlm7rlrprnlKjlhoXlia/lrZDvvIjjg5fjg6zjg7zjg4jvvInvvIjjgZ3jga7ku5bjg7vmqJnmupbjg7vjgrnjg4jjg6zjg7zjg4jlnovjg7vnlbDlvaLlnovvvIkiLCIxNSIsIu+9uu++g++9su++lu+9s+++he+9su++jO+9uO+9vO++jO++n+++mu+9sO++hCIsIjAiLCIwIiwiIiwiMSIsIjExNzAwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjExNzAwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMDI4MDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjUiLCI1IiwiMCIsIiIsIiIsIiIsIuWbuuWumueUqOWGheWJr+WtkO+8iOODl+ODrOODvOODiO+8ieODu+OBneOBruS7luOBruODl+ODrOODvOODiOODu+aomea6luODu+aMh+mqqOOAgemgreiTi+mqqOOAgemhlOmdoumqqOOAgeS4iuS4i+mhjumqqOeUqOODu+OCueODiOODrOODvOODiOWei+ODu+eVsOW9ouWeiyIsIjAwMCI="
"710010124","固定用内副子（プレート）（その他・標準・メッシュ型）","ｺﾃｲﾖｳﾅｲﾌｸｼﾌﾟﾚｰﾄ","","","","55600.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTI0IiwiMjYiLCLlm7rlrprnlKjlhoXlia/lrZDvvIjjg5fjg6zjg7zjg4jvvInvvIjjgZ3jga7ku5bjg7vmqJnmupbjg7vjg6Hjg4Pjgrfjg6XlnovvvIkiLCIxNSIsIu+9uu++g++9su++lu+9s+++he+9su++jO+9uO+9vO++jO++n+++mu+9sO++hCIsIjAiLCIwIiwiIiwiMSIsIjU1NjAwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjU4MjAwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMDI5MDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjUiLCI1IiwiMCIsIiIsIiIsIiIsIuWbuuWumueUqOWGheWJr+WtkO+8iOODl+ODrOODvOODiO+8ieODu+OBneOBruS7luOBruODl+ODrOODvOODiOODu+aomea6luODu+aMh+mqqOOAgemgreiTi+mqqOOAgemhlOmdoumqqOOAgeS4iuS4i+mhjumqqOeUqOODu+ODoeODg+OCt+ODpeWeiyIsIjAwMCI="
"710010125","固定用内副子（プレート）（その他・標準・下顎・骨盤再建）","ｺﾃｲﾖｳﾅｲﾌｸｼﾌﾟﾚｰﾄ","","","","62300.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTI1IiwiMjgiLCLlm7rlrprnlKjlhoXlia/lrZDvvIjjg5fjg6zjg7zjg4jvvInvvIjjgZ3jga7ku5bjg7vmqJnmupbjg7vkuIvpoY7jg7vpqqjnm6Tlho3lu7rvvIkiLCIxNSIsIu+9uu++g++9su++lu+9s+++he+9su++jO+9uO+9vO++jO++n+++mu+9sO++hCIsIjAiLCIwIiwiIiwiMSIsIjYyMzAwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjYyMzAwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMDMwMDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjUiLCI1IiwiMCIsIiIsIiIsIiIsIuWbuuWumueUqOWGheWJr+WtkO+8iOODl+ODrOODvOODiO+8ieODu+OBneOBruS7luOBruODl+ODrOODvOODiOODu+aomea6luODu+S4i+mhjumqqOODu+mqqOebpOWGjeW7uueUqCIsIjAwMCI="
"710010126","固定用内副子（プレート）（その他・標準・顎関節用）","ｺﾃｲﾖｳﾅｲﾌｸｼﾌﾟﾚｰﾄ","","","","115000.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTI2IiwiMjUiLCLlm7rlrprnlKjlhoXlia/lrZDvvIjjg5fjg6zjg7zjg4jvvInvvIjjgZ3jga7ku5bjg7vmqJnmupbjg7vpoY7plqLnr4DnlKjvvIkiLCIxNSIsIu+9uu++g++9su++lu+9s+++he+9su++jO+9uO+9vO++jO++n+++mu+9sO++hCIsIjAiLCIwIiwiIiwiMSIsIjExNTAwMC4wMCIsIjAiLCIwIiwiMDAiLCIwMCIsIjEiLCIxMTUwMDAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIiLCIzMDAwMzIwMDAiLCIwIiwiMjAyNDA2MDEiLCIwMDAwMDAwMCIsIjk5OTk5OTk5IiwiNSIsIjUiLCIwIiwiIiwiIiwiIiwi5Zu65a6a55So5YaF5Ymv5a2Q77yI44OX44Os44O844OI77yJ44O744Gd44Gu5LuW44Gu44OX44Os44O844OI44O75qiZ5rqW44O75Lq65bel6aGO6Zai56+A55SoIiwiMDAwIg=="
"710010127","固定用内副子（プレート）（その他・特殊・骨延長用）","ｺﾃｲﾖｳﾅｲﾌｸｼﾌﾟﾚｰﾄ","","","","116000.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTI3IiwiMjUiLCLlm7rlrprnlKjlhoXlia/lrZDvvIjjg5fjg6zjg7zjg4jvvInvvIjjgZ3jga7ku5bjg7vnibnmrorjg7vpqqjlu7bplbfnlKjvvIkiLCIxNSIsIu+9uu++g++9su++lu+9s+++he+9su++jO+9uO+9vO++jO++n+++mu+9sO++hCIsIjAiLCIwIiwiIiwiMSIsIjExNjAwMC4wMCIsIjAiLCIwIiwiMDAiLCIwMCIsIjEiLCIxMTYwMDAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIiLCIzMDAwMzMwMDAiLCIwIiwiMjAyNDA2MDEiLCIwMDAwMDAwMCIsIjk5OTk5OTk5IiwiNSIsIjUiLCIwIiwiIiwiIiwiIiwi5Zu65a6a55So5YaF5Ymv5a2Q77yI44OX44Os44O844OI77yJ44O744Gd44Gu5LuW44Gu44OX44Os44O844OI44O754m55q6K44O76aqo5bu26ZW355SoIiwiMDAwIg=="
"710010128","固定用内副子（プレート）（その他・特殊・スクリュー非使用型）","ｺﾃｲﾖｳﾅｲﾌｸｼﾌﾟﾚｰﾄ","","","","176000.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDEwMTI4IiwiMzAiLCLlm7rlrprnlKjlhoXlia/lrZDvvIjjg5fjg6zjg7zjg4jvvInvvIjjgZ3jga7ku5bjg7vnibnmrorjg7vjgrnjgq/jg6rjg6Xjg7zpnZ7kvb/nlKjlnovvvIkiLCIxNSIsIu+9uu++g++9su++lu+9s+++he+9su++jO+9uO+9vO++jO++n+++mu+9sO++hCIsIjAiLCIwIiwiIiwiMSIsIjE3NjAwMC4wMCIsIjAiLCIwIiwiMDAiLCIwMCIsIjEiLCIxNzYwMDAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIiLCIzMDAwMzQwMDAiLCIwIiwiMjAyNDA2MDEiLCIwMDAwMDAwMCIsIjk5OTk5OTk5IiwiNSIsIjUiLCIwIiwiIiwiIiwiIiwi5Zu65a6a55So5YaF5Ymv5a2Q77yI44OX44Os44O844OI77yJ44O744Gd44Gu5LuW44Gu44OX44Os44O844OI44O754m55q6K44O744K544Kv44Oq44Ol44O86Z2e5L2/55So5Z6LIiwiMDAwIg=="
